,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
342,27,Admin,Single,Not Graduate,230358,708,96582,No,No,No,2,1,No
343,39,Unemployed,Single,Graduate,492984,647,83471,Yes,No,No,3,109,Yes
344,27,Admin,Married,Graduate,403766,690,157897,No,No,No,9,24,No
345,42,Student,Married,Not Graduate,995421,610,83471,Yes,No,No,4,48,No
346,56,Retired,Married,Not Graduate,347148,754,85888,Yes,No,Yes,4,43,Yes
347,43,Management,Married,Graduate,619452,729,131529,Yes,No,No,3,78,No
348,42,Unemployed,Married,Graduate,704860,783,236631,Yes,No,No,5,93,No
349,25,Services,Single,Graduate,622419,622,11249,Yes,No,No,1,95,No
350,30,Entrepreneur,Married,Graduate,771482,747,0,No,No,No,2,57,Yes
351,43,Student,Married,Graduate,371774,699,94825,No,No,Yes,5,1,No
352,57,Unemployed,Married,Graduate,704981,697,50110,No,No,No,6,36,No
353,26,Admin,Single,Graduate,884091,819,34847,Yes,No,No,3,148,No
354,39,Admin,Married,Graduate,572019,662,186272,Yes,No,No,3,93,Yes
355,66,Self-Employed,Married,Not Graduate,521695,748,253337,Yes,No,No,4,1,No
356,45,Self-Employed,Married,Graduate,394646,664,0,No,Yes,No,3,116,No
357,38,Technician,Married,Not Graduate,403731,671,4474,No,No,No,1,131,No
358,47,Management,Married,Graduate,400462,639,116501,No,Yes,No,2,57,No
359,30,Retired,Divorced,Graduate,425906,689,0,Yes,No,No,6,84,No
360,36,Services,Married,Graduate,632993,601,0,Yes,No,No,3,63,No
361,35,Unemployed,Divorced,Graduate,317923,602,45779,No,No,Yes,4,109,No
362,52,Student,Married,Graduate,610861,567,71230,No,Yes,No,2,115,No
363,42,Technician,Single,Not Graduate,1135687,687,0,Yes,No,No,2,52,No
364,59,Technician,Married,Graduate,471642,813,122812,Yes,No,Yes,1,67,Yes
365,20,Technician,Single,Graduate,641736,683,0,No,No,No,3,181,No
366,45,Entrepreneur,Married,Not Graduate,860847,724,130756,No,No,No,6,114,Yes
367,38,Entrepreneur,Single,Graduate,618617,731,95443,Yes,No,No,5,1,Yes
368,51,Unemployed,Married,Graduate,894132,670,383895,Yes,No,No,1,83,No
369,39,Self-Employed,Married,Graduate,556172,670,40667,No,No,No,4,178,Yes
370,38,Entrepreneur,Married,Not Graduate,789403,683,330343,Yes,No,No,4,42,No
371,46,Services,Married,Graduate,483799,738,70166,No,No,No,2,131,Yes
372,42,Management,Married,Graduate,623001,552,67332,Yes,No,Yes,3,42,No
373,51,Self-Employed,Single,Graduate,497172,720,83471,Yes,No,No,1,35,No
374,30,Retired,Married,Graduate,833774,689,83471,No,Yes,Yes,2,126,Yes
375,44,Technician,Married,Graduate,558598,632,4933,Yes,Yes,No,2,24,No
376,33,Admin,Married,Graduate,391108,717,52163,Yes,Yes,No,3,20,No
377,22,Admin,Single,Graduate,566326,774,288612,Yes,Yes,No,5,1,Yes
378,30,Entrepreneur,Divorced,Graduate,519087,629,123594,Yes,No,No,3,121,No
379,38,Entrepreneur,Married,Not Graduate,1477078,721,142369,No,No,No,3,1,No
380,60,Self-Employed,Married,Graduate,208356,658,53678,No,No,No,3,51,No
381,48,Services,Married,Not Graduate,1296806,696,135101,Yes,No,Yes,4,33,No
382,43,Services,Married,Graduate,882116,613,85906,Yes,Yes,No,2,58,No
383,36,Admin,Married,Graduate,1291123,592,37405,No,No,Yes,1,112,No
384,27,Student,Married,Graduate,174121,712,105307,No,No,Yes,5,102,No
385,44,Technician,Married,Graduate,514054,701,20405,No,No,No,2,45,No
386,39,Unemployed,Single,Graduate,587593,712,73949,No,No,No,4,100,No
387,33,Unemployed,Single,Graduate,678169,703,146322,No,Yes,Yes,4,47,Yes
388,53,Entrepreneur,Single,Graduate,711948,628,112081,No,No,Yes,3,52,No
389,35,Student,Married,Graduate,339915,651,199877,Yes,No,No,4,88,No
390,42,Student,Single,Graduate,989122,741,141108,Yes,No,No,3,76,No
391,35,Retired,Married,Not Graduate,329681,821,200490,Yes,No,No,1,180,Yes
392,34,Self-Employed,Married,Not Graduate,641835,689,83471,Yes,No,No,3,93,No
393,36,Retired,Married,Not Graduate,339899,585,25024,No,No,Yes,3,97,No
394,43,Self-Employed,Married,Graduate,925015,707,144059,Yes,No,No,3,65,Yes
395,47,Admin,Married,Graduate,1223343,629,11848,No,No,No,4,64,No
396,36,Student,Married,Graduate,404281,703,0,Yes,No,No,3,88,No
397,46,Management,Married,Graduate,350840,715,112727,No,No,No,5,33,Yes
398,27,Services,Divorced,Graduate,1364212,750,30481,No,No,No,1,141,Yes
399,63,Entrepreneur,Married,Graduate,491593,706,228096,No,Yes,No,7,63,Yes
400,49,Technician,Married,Graduate,371160,669,225619,Yes,No,Yes,4,53,No
401,49,Self-Employed,Married,Graduate,531365,668,47694,No,No,No,2,72,No
402,24,Technician,Single,Graduate,1244457,759,313797,Yes,No,No,4,89,No
403,40,Technician,Single,Graduate,120000,639,156890,No,No,Yes,1,112,No
404,58,Management,Single,Not Graduate,563897,711,0,No,No,Yes,1,23,No
405,18,Unemployed,Single,Graduate,587234,825,0,No,No,No,2,86,No
406,40,Services,Married,Graduate,984802,798,58824,No,No,No,2,13,Yes
407,25,Admin,Married,Not Graduate,655454,638,0,No,No,No,4,144,No
408,45,Management,Divorced,Graduate,783747,815,165087,No,No,Yes,3,144,Yes
409,35,Unemployed,Single,Graduate,276767,804,143821,No,No,No,2,54,Yes
410,48,Retired,Single,Graduate,1254688,723,64344,No,No,No,3,83,No
411,51,Services,Married,Not Graduate,787881,691,26193,Yes,No,No,7,40,No
412,37,Technician,Married,Graduate,269790,770,151533,No,No,Yes,10,88,Yes
413,20,Student,Married,Not Graduate,679303,805,24403,Yes,No,No,3,70,No
414,45,Admin,Married,Graduate,394491,689,129411,No,No,No,2,14,Yes
415,49,Technician,Married,Not Graduate,391743,669,0,No,No,Yes,6,106,No
416,36,Self-Employed,Married,Graduate,952843,646,0,No,No,No,5,71,No
417,30,Admin,Single,Graduate,292795,583,209680,No,No,No,3,29,Yes
418,48,Services,Married,Not Graduate,327333,666,58892,No,No,No,1,105,No
419,60,Student,Single,Graduate,666286,748,293472,Yes,No,Yes,4,137,Yes
420,32,Entrepreneur,Divorced,Not Graduate,1162145,598,50676,No,No,No,3,65,No
421,45,Self-Employed,Single,Not Graduate,1097443,627,183479,No,No,Yes,2,42,Yes
422,60,Self-Employed,Married,Graduate,553107,676,96218,No,Yes,No,3,99,Yes
423,31,Admin,Married,Graduate,318474,693,28717,Yes,No,Yes,5,9,Yes
424,48,Unemployed,Married,Not Graduate,332256,607,163179,Yes,No,Yes,3,48,No
425,54,Management,Married,Graduate,189154,689,157860,No,Yes,No,6,35,No
426,39,Technician,Single,Not Graduate,497334,734,0,No,No,No,2,63,Yes
427,45,Entrepreneur,Married,Not Graduate,551188,700,46499,Yes,Yes,Yes,3,34,Yes
428,18,Entrepreneur,Married,Graduate,1358557,731,122701,No,No,No,3,104,Yes
429,25,Management,Single,Graduate,298489,730,138871,No,Yes,No,1,73,No
430,49,Retired,Single,Graduate,918245,716,98082,No,No,No,6,34,Yes
431,43,Admin,Married,Graduate,1126466,669,57889,Yes,Yes,Yes,2,126,No
432,31,Retired,Divorced,Graduate,372582,667,29092,No,Yes,Yes,5,33,Yes
433,63,Entrepreneur,Married,Not Graduate,417060,681,7484,No,No,No,3,65,No
434,45,Admin,Married,Not Graduate,458628,584,106701,Yes,No,Yes,3,17,No
435,30,Retired,Married,Not Graduate,682313,698,0,No,No,No,4,36,Yes
436,18,Services,Married,Graduate,286099,627,0,Yes,Yes,No,4,42,No
437,31,Unemployed,Married,Graduate,363009,637,153475,Yes,No,No,5,43,No
438,52,Technician,Married,Not Graduate,566646,589,39266,No,No,No,2,88,No
439,54,Admin,Married,Graduate,744545,683,0,No,No,No,3,171,Yes
440,40,Services,Married,Graduate,553107,822,217019,Yes,No,Yes,3,66,Yes
441,40,Management,Divorced,Graduate,824057,691,45882,Yes,No,No,3,124,Yes
442,40,Entrepreneur,Single,Not Graduate,423663,633,0,No,No,Yes,6,100,Yes
443,43,Unemployed,Married,Graduate,780201,769,137121,Yes,Yes,No,3,103,No
444,65,Retired,Single,Graduate,311214,710,93013,Yes,Yes,Yes,4,101,Yes
445,26,Admin,Married,Graduate,610963,659,182808,Yes,No,No,3,72,No
446,23,Student,Married,Graduate,476068,687,105757,Yes,Yes,No,3,97,No
447,33,Unemployed,Married,Not Graduate,612667,715,206357,Yes,Yes,No,2,32,Yes
448,25,Services,Divorced,Graduate,457586,548,33471,No,No,No,2,1,No
449,32,Technician,Married,Graduate,564551,632,15244,Yes,No,No,6,140,No
450,18,Services,Married,Graduate,941283,747,27324,No,No,No,3,54,Yes
451,39,Management,Married,Graduate,409372,602,76898,No,No,No,4,63,No
452,46,Student,Married,Graduate,886620,667,258614,Yes,No,No,2,105,No
453,27,Admin,Married,Graduate,402286,614,0,No,Yes,No,3,91,No
454,52,Technician,Divorced,Graduate,781499,680,169493,No,Yes,No,4,92,No
455,35,Services,Single,Graduate,245993,682,0,Yes,Yes,Yes,2,58,No
456,35,Unemployed,Married,Not Graduate,627372,692,164231,Yes,No,No,2,93,No
457,47,Retired,Single,Graduate,506703,651,102236,No,No,No,9,68,No
458,41,Unemployed,Divorced,Not Graduate,300553,689,139044,No,No,Yes,1,115,No
459,45,Retired,Single,Graduate,1019456,714,227926,Yes,No,No,2,1,No
460,28,Self-Employed,Married,Graduate,742930,742,132845,No,Yes,No,4,139,No
461,41,Services,Married,Graduate,660381,689,216064,Yes,No,Yes,3,111,No
462,44,Student,Single,Graduate,720650,701,0,Yes,No,No,2,73,Yes
463,57,Self-Employed,Divorced,Graduate,332887,769,147946,No,No,No,5,87,Yes
464,53,Self-Employed,Married,Graduate,721941,602,160527,Yes,No,Yes,5,88,No
465,50,Management,Married,Graduate,1123275,777,163243,Yes,No,No,4,22,Yes
466,36,Technician,Married,Graduate,408133,589,71118,Yes,No,No,2,91,No
467,41,Technician,Divorced,Graduate,1723936,731,0,No,No,No,1,101,Yes
468,18,Entrepreneur,Divorced,Not Graduate,890391,582,69593,Yes,No,Yes,5,32,No
469,29,Student,Married,Not Graduate,358080,698,172426,Yes,No,No,2,94,Yes
470,69,Unemployed,Single,Graduate,506525,666,0,No,No,Yes,5,39,No
471,46,Entrepreneur,Single,Not Graduate,736505,701,141063,Yes,No,No,5,92,Yes
472,24,Entrepreneur,Single,Graduate,390845,673,131096,No,Yes,Yes,3,38,No
473,41,Self-Employed,Single,Graduate,1240481,702,95493,No,Yes,No,2,61,No
474,25,Student,Divorced,Not Graduate,1002354,772,163447,Yes,No,No,4,73,No
475,55,Self-Employed,Married,Graduate,553107,675,0,Yes,No,Yes,3,84,No
476,32,Student,Married,Graduate,134764,615,142112,Yes,No,No,3,40,No
477,50,Management,Married,Graduate,644106,654,54473,No,No,Yes,4,73,No
478,49,Entrepreneur,Married,Graduate,409307,607,194824,Yes,No,No,2,9,No
479,31,Technician,Married,Graduate,521179,717,108622,Yes,No,No,6,70,Yes
480,36,Admin,Married,Graduate,733123,723,123799,Yes,No,Yes,5,89,No
481,37,Entrepreneur,Married,Graduate,1735657,709,27651,Yes,No,No,5,26,Yes
482,18,Self-Employed,Married,Graduate,578860,565,36360,No,No,Yes,3,40,Yes
483,42,Services,Single,Not Graduate,730242,685,67716,Yes,No,No,3,131,No
484,25,Student,Married,Not Graduate,1214986,647,0,Yes,No,No,2,127,No
485,56,Entrepreneur,Single,Graduate,376331,621,71259,No,No,No,2,58,No
486,48,Management,Married,Not Graduate,188686,643,235777,Yes,No,Yes,2,7,No
487,35,Student,Single,Graduate,317128,551,0,No,No,No,3,59,No
488,41,Technician,Married,Graduate,721259,643,164495,Yes,No,Yes,3,141,Yes
489,46,Technician,Married,Not Graduate,259942,599,31752,Yes,No,No,4,62,No
490,37,Student,Married,Graduate,1065802,782,84275,Yes,No,No,6,103,Yes
491,38,Self-Employed,Single,Not Graduate,557613,791,0,No,Yes,No,4,32,No
492,44,Self-Employed,Married,Graduate,1023637,538,0,No,No,No,3,130,No
493,52,Self-Employed,Married,Graduate,363236,583,50175,Yes,No,No,1,81,No
494,39,Student,Single,Graduate,353870,801,0,No,No,Yes,4,38,Yes
495,34,Management,Single,Not Graduate,732931,779,49502,Yes,Yes,Yes,6,42,No
496,52,Admin,Divorced,Not Graduate,381405,689,0,No,No,No,4,51,No
497,38,Admin,Married,Graduate,448250,677,78436,No,Yes,No,4,89,Yes
498,28,Entrepreneur,Married,Graduate,553107,675,55777,No,Yes,No,5,62,No
499,35,Retired,Divorced,Not Graduate,586728,613,22298,No,Yes,No,3,89,No
500,45,Services,Married,Graduate,1352182,648,0,No,No,No,4,42,No
501,47,Technician,Divorced,Graduate,1119757,714,87804,Yes,No,No,2,40,No
502,37,Self-Employed,Single,Graduate,570381,706,0,Yes,No,No,2,73,No
503,45,Retired,Single,Graduate,527377,623,50436,Yes,No,No,1,57,No
504,51,Retired,Married,Graduate,384268,607,83471,No,No,No,2,50,No
505,35,Management,Single,Graduate,702231,615,137821,Yes,No,No,3,78,No
506,45,Technician,Married,Graduate,660943,699,10178,Yes,No,No,3,161,No
507,23,Technician,Married,Not Graduate,279815,685,114492,No,No,No,2,109,No
508,26,Retired,Single,Graduate,453375,676,149960,No,No,No,5,118,No
509,18,Services,Married,Graduate,378368,689,118268,Yes,No,No,2,56,Yes
510,41,Services,Married,Graduate,216748,721,214661,Yes,No,No,4,31,Yes
511,68,Management,Divorced,Graduate,1124811,689,83471,Yes,Yes,No,6,49,Yes
512,42,Student,Single,Graduate,368615,714,90561,No,No,No,3,83,No
513,45,Unemployed,Divorced,Not Graduate,368594,785,47471,No,No,No,2,1,No
514,53,Unemployed,Married,Not Graduate,251729,611,160918,No,No,Yes,4,41,Yes
515,44,Student,Single,Graduate,325934,715,159518,No,Yes,No,2,18,No
516,37,Entrepreneur,Married,Graduate,508225,714,79535,No,Yes,Yes,4,68,Yes
517,40,Student,Married,Graduate,5000,673,97285,No,No,No,5,64,No
518,42,Admin,Married,Not Graduate,536181,629,32375,Yes,No,No,4,36,No
519,61,Unemployed,Married,Not Graduate,228228,680,4892,No,No,No,4,109,Yes
520,30,Student,Single,Not Graduate,1411800,689,61557,Yes,No,No,2,118,Yes
521,38,Services,Married,Graduate,672458,647,0,Yes,No,No,5,107,No
522,39,Self-Employed,Single,Not Graduate,219460,672,110528,Yes,Yes,No,5,12,No
523,46,Admin,Married,Graduate,795996,792,172659,No,No,No,5,91,Yes
524,36,Technician,Married,Graduate,478774,698,8941,No,No,No,2,143,No
525,26,Management,Single,Not Graduate,677571,685,0,Yes,No,Yes,2,126,Yes
526,29,Unemployed,Single,Not Graduate,486967,597,53076,No,No,No,3,100,No
527,40,Technician,Married,Graduate,714963,573,0,Yes,Yes,Yes,5,127,No
528,30,Unemployed,Divorced,Graduate,928240,684,25442,Yes,Yes,No,1,156,No
529,29,Unemployed,Married,Graduate,553107,689,141511,Yes,No,Yes,2,69,Yes
530,40,Technician,Married,Graduate,766030,664,134697,No,No,No,2,102,Yes
531,50,Retired,Married,Graduate,469878,757,215086,No,No,Yes,4,10,Yes
532,51,Management,Single,Graduate,564746,703,11768,Yes,No,No,1,76,No
533,28,Self-Employed,Single,Graduate,252989,716,252985,No,No,Yes,2,62,No
534,51,Student,Married,Graduate,190188,806,40661,Yes,No,Yes,2,44,No
535,39,Management,Married,Not Graduate,284147,626,236631,No,No,No,5,141,No
536,41,Retired,Divorced,Graduate,553107,850,179062,No,No,No,4,9,Yes
537,51,Admin,Divorced,Graduate,553107,771,83471,No,No,Yes,2,13,No
538,48,Entrepreneur,Single,Graduate,444671,686,74309,No,No,No,3,132,No
539,34,Unemployed,Divorced,Graduate,618734,816,202088,Yes,No,Yes,3,32,Yes
540,48,Self-Employed,Single,Not Graduate,187911,630,0,No,No,No,2,14,No
541,41,Self-Employed,Divorced,Not Graduate,347474,642,21020,Yes,No,No,4,120,No
542,23,Unemployed,Divorced,Graduate,801014,718,25465,Yes,Yes,No,4,153,No
543,34,Technician,Single,Graduate,545162,775,204620,No,Yes,No,1,60,Yes
544,37,Technician,Single,Graduate,1034222,747,133224,No,No,No,4,125,No
545,43,Student,Married,Graduate,549403,693,36365,No,No,No,5,54,Yes
546,43,Student,Married,Graduate,565084,568,99821,Yes,No,Yes,2,100,No
547,42,Unemployed,Married,Not Graduate,857743,783,0,No,No,No,2,132,Yes
548,31,Entrepreneur,Married,Graduate,816237,807,23179,Yes,Yes,No,5,111,No
549,36,Student,Single,Graduate,453086,739,106893,Yes,No,No,2,61,Yes
550,39,Admin,Single,Not Graduate,353924,699,56169,No,No,No,5,98,No
551,47,Unemployed,Married,Not Graduate,620185,753,122767,Yes,No,No,4,16,No
552,37,Services,Married,Graduate,912582,600,53619,No,No,No,6,56,Yes
553,45,Management,Married,Graduate,522056,615,65558,No,No,No,3,95,No
554,43,Student,Married,Not Graduate,943142,694,0,No,No,No,4,46,No
555,25,Student,Divorced,Not Graduate,575732,724,0,No,No,Yes,4,1,Yes
556,35,Admin,Single,Graduate,380323,741,61775,Yes,No,Yes,4,69,No
557,45,Admin,Married,Not Graduate,929931,603,147121,No,Yes,No,3,1,No
558,55,Entrepreneur,Married,Graduate,383687,708,109865,No,No,Yes,5,41,No
559,35,Student,Single,Graduate,669868,640,86904,Yes,No,Yes,1,50,Yes
560,18,Student,Married,Not Graduate,789837,559,0,No,Yes,No,2,136,No
561,33,Unemployed,Married,Graduate,296246,750,0,Yes,No,No,3,63,Yes
562,64,Unemployed,Single,Not Graduate,337656,826,83471,No,Yes,Yes,4,17,Yes
563,36,Technician,Married,Not Graduate,868273,617,19478,Yes,No,Yes,3,163,Yes
564,52,Unemployed,Married,Not Graduate,481247,729,0,No,No,No,3,35,No
565,19,Management,Single,Graduate,839842,687,124592,No,No,No,2,66,No
566,39,Entrepreneur,Married,Graduate,585859,728,217162,Yes,No,No,5,143,Yes
567,19,Technician,Single,Graduate,429279,822,30239,Yes,No,No,3,82,No
568,50,Admin,Single,Not Graduate,649528,694,256870,No,No,Yes,5,91,Yes
569,37,Management,Married,Graduate,531692,780,83471,No,No,Yes,3,97,Yes
570,31,Unemployed,Single,Graduate,889255,698,40318,No,No,Yes,3,30,No
571,35,Unemployed,Married,Graduate,284883,716,187502,No,No,Yes,4,112,Yes
572,30,Retired,Married,Graduate,316909,680,0,No,No,Yes,5,53,No
573,40,Self-Employed,Single,Graduate,345491,670,0,Yes,No,No,3,141,No
574,39,Student,Single,Graduate,256375,599,83471,No,No,Yes,2,126,No
575,19,Admin,Single,Not Graduate,432220,667,129487,Yes,No,No,4,163,No
576,48,Technician,Married,Not Graduate,231231,636,61015,Yes,No,No,1,64,No
577,43,Admin,Married,Graduate,332387,729,103453,Yes,No,Yes,4,73,No
578,33,Services,Married,Graduate,834315,767,59140,Yes,Yes,No,3,99,No
579,28,Retired,Married,Graduate,324358,717,0,No,No,Yes,3,1,No
580,34,Student,Married,Not Graduate,593693,769,99525,No,Yes,No,4,89,Yes
581,29,Technician,Married,Graduate,668519,687,142021,No,No,No,2,175,No
582,45,Technician,Single,Graduate,623634,707,90789,No,No,No,3,7,No
583,47,Management,Married,Graduate,672893,797,192471,Yes,No,No,4,109,No
584,47,Admin,Divorced,Not Graduate,532643,626,0,No,Yes,No,2,112,No
585,40,Retired,Single,Graduate,821161,735,93418,Yes,No,No,3,107,Yes
586,43,Services,Single,Graduate,845696,662,51025,Yes,No,No,4,154,Yes
587,36,Management,Married,Graduate,1682416,709,0,No,No,No,5,158,Yes
588,42,Services,Single,Graduate,386407,685,70880,Yes,No,No,7,93,No
589,34,Technician,Married,Graduate,739563,779,223499,No,No,No,4,121,No
590,39,Self-Employed,Single,Not Graduate,869095,699,0,Yes,No,Yes,3,99,No
591,30,Management,Single,Not Graduate,749129,602,88882,No,No,No,5,164,No
592,46,Entrepreneur,Single,Not Graduate,904485,637,0,No,Yes,Yes,6,67,No
593,48,Technician,Married,Graduate,418278,623,255854,Yes,No,Yes,2,21,No
594,46,Services,Married,Not Graduate,545957,650,83389,Yes,No,No,4,62,No
595,43,Management,Divorced,Graduate,304565,698,0,No,No,Yes,2,92,Yes
596,38,Management,Single,Graduate,361819,758,0,Yes,No,Yes,7,81,Yes
597,33,Services,Married,Not Graduate,454328,649,42430,No,No,No,2,1,No
598,31,Admin,Divorced,Graduate,424846,569,0,No,No,No,3,133,No
599,36,Unemployed,Married,Not Graduate,931518,733,18324,Yes,No,No,2,154,No
600,55,Retired,Married,Graduate,527716,665,191407,No,No,No,3,87,No
601,32,Retired,Single,Graduate,523605,645,183668,Yes,No,No,5,197,No
602,40,Admin,Single,Graduate,1447897,800,12098,Yes,No,Yes,5,21,No
603,31,Admin,Divorced,Not Graduate,925295,774,0,Yes,No,No,5,85,Yes
604,49,Technician,Single,Graduate,820507,786,146323,No,Yes,No,2,33,Yes
605,26,Technician,Single,Graduate,1159578,607,40653,No,No,No,4,128,No
606,39,Admin,Single,Graduate,1567247,489,8914,No,No,Yes,4,12,No
607,36,Management,Married,Not Graduate,2064444,496,83237,Yes,No,No,1,16,No
608,46,Entrepreneur,Married,Graduate,344638,699,68176,No,No,No,5,40,No
609,26,Management,Married,Graduate,935603,607,29133,No,No,No,3,163,Yes
610,33,Admin,Divorced,Graduate,725018,529,135905,Yes,No,No,2,93,No
611,27,Unemployed,Married,Graduate,553107,676,92951,No,No,Yes,3,79,No
612,19,Retired,Married,Graduate,308581,670,39810,Yes,No,No,4,38,Yes
613,45,Unemployed,Married,Not Graduate,398808,636,108611,No,No,No,3,89,No
614,40,Entrepreneur,Married,Not Graduate,189977,611,132899,Yes,No,Yes,4,70,No
615,49,Retired,Married,Not Graduate,881249,596,102827,Yes,No,No,3,128,Yes
616,35,Management,Single,Not Graduate,357485,611,77171,Yes,No,Yes,1,72,No
617,34,Self-Employed,Single,Graduate,233776,559,98488,Yes,No,No,3,82,No
618,18,Admin,Married,Graduate,369183,689,234140,Yes,No,Yes,2,123,No
619,39,Self-Employed,Married,Graduate,543154,770,0,Yes,No,Yes,1,122,Yes
620,23,Management,Married,Not Graduate,1427522,674,275991,Yes,Yes,Yes,1,64,Yes
621,35,Technician,Married,Graduate,275635,747,72712,Yes,No,No,3,106,Yes
622,29,Admin,Single,Graduate,635465,746,262415,No,No,No,4,61,Yes
623,45,Retired,Single,Graduate,821760,688,0,No,No,Yes,6,31,No
624,38,Technician,Married,Not Graduate,235848,699,155089,Yes,No,No,1,77,No
625,32,Unemployed,Divorced,Not Graduate,960499,597,0,Yes,Yes,Yes,5,27,No
626,18,Services,Married,Graduate,491963,817,0,No,No,No,1,93,Yes
627,39,Unemployed,Single,Graduate,462809,694,133821,No,No,No,2,66,No
628,41,Technician,Divorced,Graduate,547916,614,60025,Yes,Yes,Yes,1,32,Yes
